epi_week,date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants,vaccinated,vaccinated_per_100_inhabitants,vaccinated_second,vaccinated_second_per_100_inhabitants,vaccinated_single,vaccinated_single_per_100_inhabitants,vaccinated_third,vaccinated_third_per_100_inhabitants
12,2020-03-18,Brazil,PB,TOTAL,0,0,1,1,0,0,0.0,0.02489,0.0,,,,,,,,,,,,
12,2020-03-19,Brazil,PB,TOTAL,0,0,0,1,0,1,0.0,0.02489,0.0,,,,,,,,,,,,
12,2020-03-20,Brazil,PB,TOTAL,0,0,0,1,0,1,0.0,0.02489,0.0,,,,,,,,,,,,
12,2020-03-21,Brazil,PB,TOTAL,0,0,0,1,0,1,0.0,0.02489,0.0,,,,,,,,,,,,
13,2020-03-22,Brazil,PB,TOTAL,0,0,0,1,0,1,0.0,0.02489,0.0,,,,,,,,,,,,
13,2020-03-23,Brazil,PB,TOTAL,0,0,1,2,0,2,0.0,0.04977,0.0,,206.0,,,,,,,,,,
13,2020-03-24,Brazil,PB,TOTAL,0,0,1,3,0,3,0.0,0.07466,0.0,,206.0,,,,,,,,,,
13,2020-03-25,Brazil,PB,TOTAL,0,0,2,5,0,3,0.0,0.12444,0.0,,206.0,,,,,,,,,,
13,2020-03-26,Brazil,PB,TOTAL,0,0,1,6,0,5,0.0,0.14932,0.0,,206.0,,,,,,,,,,
13,2020-03-27,Brazil,PB,TOTAL,0,0,4,10,0,9,0.0,0.24887,0.0,,206.0,,,,,,,,,,
13,2020-03-28,Brazil,PB,TOTAL,0,0,4,14,0,14,0.0,0.34842,0.0,3.0,206.0,,,,,,,,,,
14,2020-03-29,Brazil,PB,TOTAL,0,0,0,14,0,14,0.0,0.34842,0.0,3.0,206.0,,,,,,,,,,
14,2020-03-30,Brazil,PB,TOTAL,0,0,3,17,0,15,0.0,0.42308,0.0,3.0,90.0,,,,,,,,,,
14,2020-03-31,Brazil,PB,TOTAL,1,1,1,18,0,17,0.02489,0.44797,0.05556,3.0,90.0,,,,,,,,,,
14,2020-04-01,Brazil,PB,TOTAL,0,1,3,21,1,20,0.02489,0.52263,0.04762,3.0,90.0,,,,,,,,,,
14,2020-04-02,Brazil,PB,TOTAL,0,1,8,29,1,21,0.02489,0.72173,0.03448,3.0,90.0,,,,,,,,,,
14,2020-04-03,Brazil,PB,TOTAL,0,1,3,32,1,29,0.02489,0.79639,0.03125,3.0,90.0,,,,,,,,,,
14,2020-04-04,Brazil,PB,TOTAL,2,3,2,34,2,32,0.07466,0.84617,0.08824,3.0,90.0,,,,,,,,,,
15,2020-04-05,Brazil,PB,TOTAL,1,4,1,35,4,34,0.09955,0.87105,0.11429,3.0,90.0,,,,,,,,,,
15,2020-04-06,Brazil,PB,TOTAL,0,4,1,36,4,35,0.09955,0.89594,0.11111,9.0,90.0,,,,,,,,,,
15,2020-04-07,Brazil,PB,TOTAL,0,4,5,41,4,36,0.09955,1.02038,0.09756,9.0,1091.0,,,,,,,,,,
15,2020-04-08,Brazil,PB,TOTAL,3,7,14,55,4,41,0.17421,1.3688,0.12727,9.0,1091.0,,,,,,,,,,
15,2020-04-09,Brazil,PB,TOTAL,4,11,24,79,7,55,0.27376,1.96609,0.13924,9.0,1091.0,,,,,,,,,,
15,2020-04-10,Brazil,PB,TOTAL,0,11,6,85,11,79,0.27376,2.11541,0.12941,30.0,1091.0,,,,,,,,,,
15,2020-04-11,Brazil,PB,TOTAL,2,13,16,101,11,85,0.32353,2.51361,0.12871,30.0,1091.0,,,,,,,,,,
16,2020-04-12,Brazil,PB,TOTAL,0,13,10,111,13,101,0.32353,2.76248,0.11712,43.0,1091.0,,,,,,,,,,
16,2020-04-13,Brazil,PB,TOTAL,3,16,25,136,13,111,0.3982,3.38466,0.11765,52.0,1091.0,,,,,,,,,,
16,2020-04-14,Brazil,PB,TOTAL,5,21,16,152,16,136,0.52263,3.78286,0.13816,52.0,1091.0,,,,,,,,,,
16,2020-04-15,Brazil,PB,TOTAL,3,24,13,165,21,151,0.59729,4.10639,0.14545,80.0,1091.0,,,,,,,,,,
16,2020-04-16,Brazil,PB,TOTAL,2,26,30,195,24,165,0.64707,4.85301,0.13333,80.0,1091.0,,,,,,,,,,
16,2020-04-17,Brazil,PB,TOTAL,2,28,10,205,26,195,0.69684,5.10188,0.13659,90.0,1091.0,,,,,,,,,,
16,2020-04-18,Brazil,PB,TOTAL,1,29,31,236,26,205,0.72173,5.87338,0.12288,90.0,148.0,,,,,,,,,,
17,2020-04-19,Brazil,PB,TOTAL,3,32,9,245,29,236,0.79639,6.09737,0.13061,99.0,163.0,,,,,,,,,,
17,2020-04-20,Brazil,PB,TOTAL,1,33,18,263,32,245,0.82128,6.54534,0.12548,116.0,163.0,,,,,,,,,,
17,2020-04-21,Brazil,PB,TOTAL,6,39,38,301,33,263,0.9706,7.49105,0.12957,116.0,115.0,,,,,,,,,,
17,2020-04-22,Brazil,PB,TOTAL,1,40,44,345,39,301,0.99549,8.58609,0.11594,116.0,148.0,,,,,,,,,,
17,2020-04-23,Brazil,PB,TOTAL,4,44,41,386,40,345,1.09504,9.60647,0.11399,116.0,148.0,,,,,,,,,,
17,2020-04-24,Brazil,PB,TOTAL,2,46,61,447,44,386,1.14481,11.12459,0.10291,117.0,148.0,,,,,,,,,,
17,2020-04-25,Brazil,PB,TOTAL,3,49,52,499,46,447,1.21947,12.41872,0.0982,117.0,148.0,,,,,,,,,,
18,2020-04-26,Brazil,PB,TOTAL,1,50,44,543,49,499,1.24436,13.51376,0.09208,119.0,148.0,1881.0,46.81286,,,,,,,,
18,2020-04-27,Brazil,PB,TOTAL,3,53,90,633,50,543,1.31902,15.75361,0.08373,119.0,148.0,2115.0,52.63646,,,,,,,,
18,2020-04-28,Brazil,PB,TOTAL,4,57,65,698,53,633,1.41857,17.37128,0.08166,149.0,148.0,2115.0,52.63646,,,,,,,,
18,2020-04-29,Brazil,PB,TOTAL,5,62,116,814,58,699,1.54301,20.25819,0.07617,152.0,148.0,2115.0,52.63646,,,,,,,,
18,2020-04-30,Brazil,PB,TOTAL,5,67,112,926,62,814,1.66744,23.04556,0.07235,156.0,148.0,3639.0,90.56458,,,,,,,,
18,2020-05-01,Brazil,PB,TOTAL,7,74,108,1034,67,926,1.84165,25.73338,0.07157,177.0,148.0,3639.0,90.56458,,,,,,,,
18,2020-05-02,Brazil,PB,TOTAL,2,76,135,1169,74,1034,1.89143,29.09316,0.06501,177.0,148.0,3639.0,90.56458,,,,,,,,
19,2020-05-03,Brazil,PB,TOTAL,3,79,50,1219,76,1169,1.96609,30.33752,0.06481,227.0,148.0,3176.0,79.0418,,,,,,,,
19,2020-05-04,Brazil,PB,TOTAL,6,85,142,1361,79,1219,2.11541,33.8715,0.06245,227.0,148.0,3176.0,79.0418,,,,,,,,
19,2020-05-05,Brazil,PB,TOTAL,7,92,132,1493,85,1361,2.28962,37.15662,0.06162,310.0,148.0,3176.0,79.0418,,,,,,,,
19,2020-05-06,Brazil,PB,TOTAL,9,101,164,1657,92,1493,2.51361,41.23812,0.06095,320.0,148.0,3904.0,97.1597,,,,,,,,
19,2020-05-07,Brazil,PB,TOTAL,10,111,192,1849,101,1657,2.76248,46.01646,0.06003,490.0,148.0,3904.0,97.1597,,,,,,,,
19,2020-05-08,Brazil,PB,TOTAL,3,114,182,2031,114,2031,2.83714,50.54594,0.05613,490.0,148.0,3904.0,97.1597,,,,,,,,
19,2020-05-09,Brazil,PB,TOTAL,10,124,125,2156,124,2156,3.08601,53.65684,0.05751,490.0,148.0,3904.0,97.1597,,,,,,,,
20,2020-05-10,Brazil,PB,TOTAL,11,135,185,2341,135,2341,3.35977,58.26098,0.05767,537.0,148.0,4867.0,121.12609,,,,,,,,
20,2020-05-11,Brazil,PB,TOTAL,4,139,184,2525,139,2525,3.45932,62.84022,0.05505,537.0,148.0,4867.0,121.12609,,,,,,,,
20,2020-05-12,Brazil,PB,TOTAL,15,154,252,2777,154,2777,3.83263,69.1118,0.05546,537.0,148.0,4867.0,121.12609,,,,,,,,
20,2020-05-13,Brazil,PB,TOTAL,3,157,268,3045,157,3045,3.90729,75.78158,0.05156,601.0,148.0,4867.0,121.12609,,,,,,,,
20,2020-05-14,Brazil,PB,TOTAL,3,160,316,3361,160,3361,3.98195,83.64594,0.0476,731.0,148.0,7594.0,188.99353,,,,,,,,
20,2020-05-15,Brazil,PB,TOTAL,10,170,378,3739,170,3739,4.23083,93.05331,0.04547,731.0,148.0,7594.0,188.99353,,,,,,,,
20,2020-05-16,Brazil,PB,TOTAL,13,183,324,4063,183,4063,4.55436,101.11676,0.04504,731.0,148.0,7594.0,188.99353,,,,,,,,
21,2020-05-17,Brazil,PB,TOTAL,11,194,284,4347,194,4347,4.82812,108.18473,0.04463,1171.0,148.0,7594.0,188.99353,,,,,,,,
21,2020-05-18,Brazil,PB,TOTAL,13,207,439,4786,207,4786,5.15165,119.11022,0.04325,1462.0,148.0,10142.0,252.40616,,,,,,,,
21,2020-05-19,Brazil,PB,TOTAL,12,219,514,5300,219,5300,5.4503,131.90225,0.04132,1747.0,148.0,10142.0,252.40616,,,,,,,,
21,2020-05-20,Brazil,PB,TOTAL,11,230,538,5838,230,5838,5.72406,145.29157,0.0394,1847.0,148.0,10142.0,252.40616,,,,,,,,
21,2020-05-21,Brazil,PB,TOTAL,15,245,400,6238,245,6238,6.09737,155.24646,0.03928,1997.0,148.0,10142.0,252.40616,,,,,,,,
21,2020-05-22,Brazil,PB,TOTAL,3,248,644,6882,248,6882,6.17203,171.27383,0.03604,2003.0,148.0,13411.0,333.76247,,,,,,,,
21,2020-05-23,Brazil,PB,TOTAL,10,258,626,7508,258,7508,6.4209,186.85323,0.03436,2203.0,148.0,13411.0,333.76247,,,,,,,,
22,2020-05-24,Brazil,PB,TOTAL,14,272,315,7823,272,7823,6.76932,194.6927,0.03477,2208.0,148.0,13411.0,333.76247,,,,,,,,
22,2020-05-25,Brazil,PB,TOTAL,7,279,193,8016,279,8016,6.94353,199.49593,0.03481,2218.0,148.0,15300.0,380.77443,,,,,,,,
22,2020-05-26,Brazil,PB,TOTAL,7,286,903,8919,286,8919,7.11774,221.96909,0.03207,2225.0,148.0,32702.0,813.86178,,,,,,,,
22,2020-05-27,Brazil,PB,TOTAL,12,298,1290,10209,298,10209,7.41639,254.0736,0.02919,2232.0,148.0,32702.0,813.86178,,,,,,,,
22,2020-05-28,Brazil,PB,TOTAL,20,318,923,11132,318,11132,7.91414,277.0445,0.02857,2430.0,148.0,32702.0,813.86178,,,,,,,,
22,2020-05-29,Brazil,PB,TOTAL,9,327,879,12011,327,12011,8.13812,298.92037,0.02723,2435.0,148.0,42170.0,1049.49396,,,,,,,,
22,2020-05-30,Brazil,PB,TOTAL,20,347,851,12862,347,12862,8.63586,320.09939,0.02698,2435.0,148.0,42170.0,1049.49396,,,,,,,,
23,2020-05-31,Brazil,PB,TOTAL,13,360,300,13162,360,13162,8.9594,327.56555,0.02735,2492.0,148.0,42170.0,1049.49396,,,,,,,,
23,2020-06-01,Brazil,PB,TOTAL,10,370,533,13695,370,13695,9.20827,340.83044,0.02702,2637.0,148.0,42170.0,1049.49396,,,,,,,,
23,2020-06-02,Brazil,PB,TOTAL,9,379,1164,14859,379,14859,9.43226,369.79916,0.02551,2637.0,148.0,44912.0,1117.73471,,,,,,,,
23,2020-06-03,Brazil,PB,TOTAL,35,414,1159,16018,414,16018,10.30331,398.64345,0.02585,2637.0,148.0,44912.0,1117.73471,,,,,,,,
23,2020-06-04,Brazil,PB,TOTAL,24,438,1561,17579,438,17579,10.9006,437.49239,0.02492,2637.0,148.0,44912.0,1117.73471,,,,,,,,
23,2020-06-05,Brazil,PB,TOTAL,13,451,1000,18579,451,18579,11.22414,462.37961,0.02427,3945.0,3427.0,44912.0,1117.73471,,,,,,,,
23,2020-06-06,Brazil,PB,TOTAL,16,467,1208,19787,467,19787,11.62233,492.44337,0.0236,4188.0,3427.0,63161.0,1571.90154,,,,,,,,
24,2020-06-07,Brazil,PB,TOTAL,17,484,523,20310,484,20310,12.04541,505.45938,0.02383,4236.0,3427.0,63161.0,1571.90154,,,,,,,,
24,2020-06-08,Brazil,PB,TOTAL,23,507,641,20951,507,20951,12.61782,521.41209,0.0242,4340.0,3427.0,63161.0,1571.90154,,,,,,,,
24,2020-06-09,Brazil,PB,TOTAL,27,534,1501,22452,534,22452,13.28977,558.7678,0.02378,4671.0,3427.0,65674.0,1634.44311,,,,,,,,
24,2020-06-10,Brazil,PB,TOTAL,25,559,1580,24032,559,24032,13.91195,598.08961,0.02326,4671.0,3427.0,65674.0,1634.44311,,,,,,,,
24,2020-06-11,Brazil,PB,TOTAL,11,570,1338,25370,570,25370,14.18571,631.3887,0.02247,5620.0,3427.0,65674.0,1634.44311,,,,,,,,
24,2020-06-12,Brazil,PB,TOTAL,40,610,1186,26556,610,26556,15.1812,660.90494,0.02297,5620.0,3427.0,65674.0,1634.44311,,,,,,,,
24,2020-06-13,Brazil,PB,TOTAL,13,623,898,27454,623,27454,15.50474,683.25367,0.02269,6477.0,3427.0,82998.0,2065.58927,,,,,,,,
25,2020-06-14,Brazil,PB,TOTAL,10,633,559,28013,633,28013,15.75361,697.16562,0.0226,6689.0,3427.0,82998.0,2065.58927,,,,,,,,
25,2020-06-15,Brazil,PB,TOTAL,23,656,655,28668,656,28668,16.32601,713.46675,0.02288,6890.0,3427.0,82998.0,2065.58927,,,,,,,,
25,2020-06-16,Brazil,PB,TOTAL,15,671,1460,30128,671,30128,16.69932,749.80208,0.02227,7500.0,3427.0,82998.0,2065.58927,,,,,,,,
25,2020-06-17,Brazil,PB,TOTAL,25,696,1584,31712,696,31712,17.3215,789.22344,0.02195,7972.0,3427.0,91271.0,2271.48122,,,,,,,,
25,2020-06-18,Brazil,PB,TOTAL,13,709,1670,33382,709,31760,17.64504,830.78509,0.02124,7978.0,3427.0,91271.0,2271.48122,,,,,,,,
25,2020-06-19,Brazil,PB,TOTAL,15,724,1716,35098,724,35093,18.01835,873.49155,0.02063,9366.0,3951.0,91271.0,2271.48122,,,,,,,,
25,2020-06-20,Brazil,PB,TOTAL,19,743,1428,36526,743,36521,18.4912,909.0305,0.02034,9956.0,3951.0,91271.0,2271.48122,,,,,,,,
26,2020-06-21,Brazil,PB,TOTAL,23,766,263,36789,766,36784,19.06361,915.57584,0.02082,10213.0,3951.0,105130.0,2616.39316,,,,,,,,
26,2020-06-22,Brazil,PB,TOTAL,18,784,469,37258,784,37253,19.51158,927.24794,0.02104,10213.0,3951.0,105130.0,2616.39316,,,,,,,,
26,2020-06-23,Brazil,PB,TOTAL,23,807,1746,39004,807,38999,20.08398,970.70103,0.02069,11287.0,3951.0,105130.0,2616.39316,,,,,,,,
26,2020-06-24,Brazil,PB,TOTAL,21,828,913,39917,828,39912,20.60662,993.42306,0.02074,11687.0,3951.0,105130.0,2616.39316,,,,,,,,
26,2020-06-25,Brazil,PB,TOTAL,14,842,912,40829,842,40824,20.95504,1016.1202,0.02062,12113.0,3951.0,105130.0,2616.39316,,,,,,,,
26,2020-06-26,Brazil,PB,TOTAL,22,864,2008,42837,864,42832,21.50256,1066.09373,0.02017,12962.0,3951.0,122671.0,3052.93984,,,,,,,,
26,2020-06-27,Brazil,PB,TOTAL,32,896,1410,44247,896,44242,22.29895,1101.18471,0.02025,13756.0,3951.0,122671.0,3052.93984,,,,,,,,
27,2020-06-28,Brazil,PB,TOTAL,15,911,437,44684,911,44679,22.67226,1112.06042,0.02039,13880.0,3951.0,122671.0,3052.93984,,,,,,,,
27,2020-06-29,Brazil,PB,TOTAL,20,931,378,45062,931,45057,23.17,1121.46779,0.02066,14232.0,3951.0,122671.0,3052.93984,,,,,,,,
27,2020-06-30,Brazil,PB,TOTAL,46,977,1900,46962,977,46957,24.31481,1168.7535,0.0208,14930.0,3951.0,122671.0,3052.93984,,,,,,,,
27,2020-07-01,Brazil,PB,TOTAL,25,1002,1218,48180,1002,48175,24.93699,1199.06613,0.0208,15359.0,3951.0,139880.0,3481.22396,,,,,,,,
27,2020-07-02,Brazil,PB,TOTAL,42,1044,1361,49541,1044,49536,25.98225,1232.93763,0.02107,16349.0,3951.0,139880.0,3481.22396,,,,,,,,
27,2020-07-03,Brazil,PB,TOTAL,18,1062,1229,50770,1062,50765,26.43022,1263.52402,0.02092,16971.0,3951.0,139880.0,3481.22396,,,,,,,,
27,2020-07-04,Brazil,PB,TOTAL,20,1082,1541,52311,1082,52306,26.92797,1301.87523,0.02068,17798.0,3951.0,139880.0,3481.22396,,,,,,,,
28,2020-07-05,Brazil,PB,TOTAL,17,1099,422,52733,1099,52728,27.35105,1312.37763,0.02084,18049.0,3951.0,156612.0,3897.63688,,,,,,,,
28,2020-07-06,Brazil,PB,TOTAL,19,1118,418,53151,1118,53151,27.82391,1322.78049,0.02103,18435.0,3951.0,156612.0,3897.63688,,,,,,,,
28,2020-07-07,Brazil,PB,TOTAL,27,1145,1656,54807,1145,54802,28.49586,1363.99372,0.02089,18435.0,3951.0,156612.0,3897.63688,,,,,,,,
28,2020-07-08,Brazil,PB,TOTAL,26,1171,1542,56349,1171,56344,29.14293,1402.36981,0.02078,19999.0,4653.0,156612.0,3897.63688,,,,,,,,
28,2020-07-09,Brazil,PB,TOTAL,25,1196,1270,57619,1196,57614,29.76511,1433.97658,0.02076,19999.0,4653.0,156612.0,3897.63688,,,,,,,,
28,2020-07-10,Brazil,PB,TOTAL,33,1229,1504,59123,1229,59118,30.58639,1471.40695,0.02079,21481.0,4653.0,156612.0,3897.63688,,,,,,,,
28,2020-07-11,Brazil,PB,TOTAL,21,1250,1303,60426,1250,60421,31.10902,1503.835,0.02069,22116.0,4653.0,178914.0,4452.67161,,,,,,,,
29,2020-07-12,Brazil,PB,TOTAL,34,1284,363,60789,1284,60784,31.95519,1512.86906,0.02112,22292.0,4653.0,178914.0,4452.67161,,,,,,,,
29,2020-07-13,Brazil,PB,TOTAL,18,1302,324,61113,1302,61108,32.40316,1520.93251,0.0213,22468.0,4653.0,178914.0,4452.67161,,,,,,,,
29,2020-07-14,Brazil,PB,TOTAL,40,1342,1354,62467,1342,62462,33.39865,1554.62981,0.02148,22468.0,4653.0,178914.0,4452.67161,,,,,,,,
29,2020-07-15,Brazil,PB,TOTAL,41,1383,1477,63944,1383,63939,34.41902,1591.38823,0.02163,23695.0,4947.0,189030.0,4704.4307,,,,,,,,
29,2020-07-16,Brazil,PB,TOTAL,35,1418,1484,65428,1418,65423,35.29007,1628.32086,0.02167,23695.0,4947.0,189030.0,4704.4307,,,,,,,,
29,2020-07-17,Brazil,PB,TOTAL,28,1446,924,66352,1446,66347,35.98692,1651.31665,0.02179,24390.0,4947.0,189030.0,4704.4307,,,,,,,,
29,2020-07-18,Brazil,PB,TOTAL,31,1477,624,66976,1477,66971,36.75842,1666.84627,0.02205,24390.0,4947.0,189030.0,4704.4307,,,,,,,,
30,2020-07-19,Brazil,PB,TOTAL,9,1486,411,67387,1486,67382,36.9824,1677.07492,0.02205,24437.0,4947.0,189030.0,4704.4307,,,,,,,,
30,2020-07-20,Brazil,PB,TOTAL,31,1517,298,67685,1517,67680,37.75391,1684.49131,0.02241,24486.0,4947.0,199058.0,4953.99971,,,,,,,,
30,2020-07-21,Brazil,PB,TOTAL,41,1558,1159,68844,1558,68844,38.77428,1713.33559,0.02263,25028.0,4947.0,199058.0,4953.99971,,,,,,,,
30,2020-07-22,Brazil,PB,TOTAL,23,1581,2128,70972,1581,70972,39.34669,1766.29559,0.02228,26525.0,4947.0,199058.0,4953.99971,,,,,,,,
30,2020-07-23,Brazil,PB,TOTAL,37,1618,2132,73104,1618,73104,40.26752,1819.35514,0.02213,28566.0,4947.0,199058.0,4953.99971,,,,,,,,
30,2020-07-24,Brazil,PB,TOTAL,35,1653,1446,74550,1653,74550,41.13857,1855.34205,0.02217,29628.0,5215.0,218494.0,5437.70767,,,,,,,,
30,2020-07-25,Brazil,PB,TOTAL,22,1675,1173,75723,1675,75723,41.68609,1884.53476,0.02212,30378.0,5215.0,218494.0,5437.70767,,,,,,,,
31,2020-07-26,Brazil,PB,TOTAL,23,1698,430,76153,1698,76153,42.2585,1895.23626,0.0223,30587.0,5215.0,218494.0,5437.70767,,,,,,,,
31,2020-07-27,Brazil,PB,TOTAL,29,1727,540,76693,1727,76693,42.98022,1908.67536,0.02252,30899.0,5215.0,218494.0,5437.70767,,,,,,,,
31,2020-07-28,Brazil,PB,TOTAL,18,1745,1482,78175,1745,78175,43.42819,1945.55822,0.02232,32324.0,5910.0,228459.0,5685.70879,,,,,,,,
31,2020-07-29,Brazil,PB,TOTAL,21,1766,1723,79898,1766,79898,43.95083,1988.43889,0.0221,33636.0,5910.0,228459.0,5685.70879,,,,,,,,
31,2020-07-30,Brazil,PB,TOTAL,19,1785,1210,81108,1785,81108,44.42368,2018.55243,0.02201,33636.0,5910.0,228459.0,5685.70879,,,,,,,,
31,2020-07-31,Brazil,PB,TOTAL,26,1811,1686,82794,1811,82794,45.07075,2060.51227,0.02187,35971.0,5910.0,228459.0,5685.70879,,,,,,,,
31,2020-08-01,Brazil,PB,TOTAL,22,1833,667,83461,1833,83461,45.61827,2077.11205,0.02196,35971.0,5910.0,228459.0,5685.70879,,,,,,,,
32,2020-08-02,Brazil,PB,TOTAL,17,1850,547,84008,1850,84008,46.04135,2090.72536,0.02202,36678.0,5910.0,243885.0,6069.619,,,,,,,,
32,2020-08-03,Brazil,PB,TOTAL,20,1870,203,84211,1870,84211,46.5391,2095.77746,0.02221,36907.0,5910.0,243885.0,6069.619,,,,,,,,
32,2020-08-04,Brazil,PB,TOTAL,31,1901,1549,85760,1901,85760,47.3106,2134.32776,0.02217,38554.0,5910.0,243885.0,6069.619,,,,,,,,
32,2020-08-05,Brazil,PB,TOTAL,21,1922,1311,87071,1922,87071,47.83323,2166.9549,0.02207,40094.0,5910.0,243885.0,6069.619,,,,,,,,
32,2020-08-06,Brazil,PB,TOTAL,23,1945,796,87867,1945,87867,48.40564,2186.76513,0.02214,40094.0,5910.0,254312.0,6329.11802,,,,,,,,
32,2020-08-07,Brazil,PB,TOTAL,20,1965,1250,89117,1965,89117,48.90338,2217.87415,0.02205,42971.0,5683.0,254312.0,6329.11802,,,,,,,,
32,2020-08-08,Brazil,PB,TOTAL,18,1983,776,89893,1983,89893,49.35135,2237.18663,0.02206,43682.0,5683.0,254312.0,6329.11802,,,,,,,,
33,2020-08-09,Brazil,PB,TOTAL,17,2000,189,90082,2000,90082,49.77443,2241.89031,0.0222,43916.0,5683.0,260990.0,6495.31486,,,,,,,,
33,2020-08-10,Brazil,PB,TOTAL,23,2023,284,90366,2023,90366,50.34684,2248.95828,0.02239,44155.0,5683.0,260990.0,6495.31486,,,,,,,,
33,2020-08-11,Brazil,PB,TOTAL,23,2046,1453,91819,2046,91819,50.91925,2285.11941,0.02228,45744.0,5683.0,260990.0,6495.31486,,,,,,,,
33,2020-08-12,Brazil,PB,TOTAL,25,2071,1078,92897,2071,92897,51.54143,2311.94783,0.02229,47111.0,7364.0,270004.0,6719.64823,,,,,,,,
33,2020-08-13,Brazil,PB,TOTAL,21,2092,897,93794,2092,93794,52.06406,2334.27166,0.0223,48585.0,7364.0,270004.0,6719.64823,,,,,,,,
33,2020-08-14,Brazil,PB,TOTAL,21,2113,866,94660,2113,94660,52.58669,2355.82399,0.02232,50326.0,7364.0,270004.0,6719.64823,,,,,,,,
33,2020-08-15,Brazil,PB,TOTAL,25,2138,928,95588,2138,95588,53.20887,2378.91933,0.02237,52249.0,7364.0,270004.0,6719.64823,,,,,,,,
34,2020-08-16,Brazil,PB,TOTAL,24,2162,445,96033,2162,96033,53.80616,2389.99414,0.02251,52891.0,7811.0,280395.0,6978.25131,,,,,,,,
34,2020-08-17,Brazil,PB,TOTAL,21,2183,190,96223,2183,96223,54.3288,2394.72272,0.02269,53363.0,7811.0,280395.0,6978.25131,,,,,,,,
34,2020-08-18,Brazil,PB,TOTAL,20,2203,1274,97497,2203,97497,54.82654,2426.42903,0.0226,55572.0,7811.0,280395.0,6978.25131,,,,,,,,
34,2020-08-19,Brazil,PB,TOTAL,20,2223,997,98494,2223,98494,55.32428,2451.24159,0.02257,58031.0,7811.0,280395.0,6978.25131,,,,,,,,
34,2020-08-20,Brazil,PB,TOTAL,21,2244,951,99445,2244,99445,55.84692,2474.90933,0.02257,60655.0,6552.0,291945.0,7265.69867,,,,,,,,
34,2020-08-21,Brazil,PB,TOTAL,24,2268,845,100290,2268,100290,56.44421,2495.93903,0.02261,61725.0,6552.0,291945.0,7265.69867,,,,,,,,
34,2020-08-22,Brazil,PB,TOTAL,20,2288,680,100970,2288,100970,56.94195,2512.86234,0.02266,61725.0,6552.0,291945.0,7265.69867,,,,,,,,
35,2020-08-23,Brazil,PB,TOTAL,20,2308,162,101132,2308,101132,57.4397,2516.89407,0.02282,62674.0,6552.0,291945.0,7265.69867,,,,,,,,
35,2020-08-24,Brazil,PB,TOTAL,22,2330,171,101303,2330,101303,57.98722,2521.14978,0.023,63037.0,6552.0,297710.0,7409.17348,,,,,,,,
35,2020-08-25,Brazil,PB,TOTAL,20,2350,905,102208,2350,102208,58.48496,2543.67271,0.02299,64944.0,6552.0,297710.0,7409.17348,,,,,,,,
35,2020-08-26,Brazil,PB,TOTAL,21,2371,1005,103213,2371,103213,59.00759,2568.68436,0.02297,68072.0,6552.0,297710.0,7409.17348,,,,,,,,
35,2020-08-27,Brazil,PB,TOTAL,17,2388,883,104096,2388,104096,59.43068,2590.65978,0.02294,71109.0,6552.0,297710.0,7409.17348,,,,,,,,
35,2020-08-28,Brazil,PB,TOTAL,16,2404,707,104803,2404,104803,59.82887,2608.25504,0.02294,74326.0,6552.0,297710.0,7409.17348,,,,,,,,
35,2020-08-29,Brazil,PB,TOTAL,18,2422,728,105531,2420,105531,60.27684,2626.37293,0.02295,75398.0,6466.0,310713.0,7732.78197,,,,,,,,
36,2020-08-30,Brazil,PB,TOTAL,13,2435,130,105661,2435,105661,60.60037,2629.60827,0.02305,75470.0,6466.0,310713.0,7732.78197,,,,,,,,
36,2020-08-31,Brazil,PB,TOTAL,15,2450,117,105778,2450,105778,60.97368,2632.52008,0.02316,75521.0,6466.0,310713.0,7732.78197,,,,,,,,
36,2020-09-01,Brazil,PB,TOTAL,15,2465,827,106605,2465,106605,61.34699,2653.10181,0.02312,77026.0,6466.0,317931.0,7912.4179,,,,,,,,
36,2020-09-02,Brazil,PB,TOTAL,18,2483,779,107384,2483,107384,61.79496,2672.48895,0.02312,77950.0,6466.0,317931.0,7912.4179,,,,,,,,
36,2020-09-03,Brazil,PB,TOTAL,18,2501,798,108182,2501,108182,62.24293,2692.34895,0.02312,78720.0,6466.0,317931.0,7912.4179,,,,,,,,
36,2020-09-04,Brazil,PB,TOTAL,16,2517,743,108925,2517,108925,62.64113,2710.84015,0.02311,80327.0,6466.0,317931.0,7912.4179,,,,,,,,
36,2020-09-05,Brazil,PB,TOTAL,12,2529,605,109530,2529,109530,62.93977,2725.89692,0.02309,80881.0,6466.0,317931.0,7912.4179,,,,,,,,
37,2020-09-06,Brazil,PB,TOTAL,14,2543,143,109673,2543,109673,63.28819,2729.45579,0.02319,80881.0,6466.0,317931.0,7912.4179,,,,,,,,
37,2020-09-07,Brazil,PB,TOTAL,7,2550,33,109706,2550,109706,63.4624,2730.27707,0.02324,81039.0,6772.0,329213.0,8193.19549,,,,,,,,
37,2020-09-08,Brazil,PB,TOTAL,13,2563,154,109860,2563,109860,63.78594,2734.1097,0.02333,81122.0,6772.0,329213.0,8193.19549,,,,,,,,
