epi_week,date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants,vaccinated,vaccinated_per_100_inhabitants,vaccinated_second,vaccinated_second_per_100_inhabitants,vaccinated_single,vaccinated_single_per_100_inhabitants,vaccinated_third,vaccinated_third_per_100_inhabitants
111,2021-03-16,Brazil,PB,TOTAL,44,5036,804,240398,5036,240398,125.33203,5982.83728,0.02095,172218.0,60593.0,763570.0,19003.13255,208774.0,5.1958,64289.0,1.59997,,,,
111,2021-03-17,Brazil,PB,TOTAL,44,5080,1194,241592,5080,241592,126.42706,6012.55261,0.02103,172218.0,62790.0,763570.0,19003.13255,216061.0,5.37716,65562.0,1.63166,,,,
111,2021-03-18,Brazil,PB,TOTAL,43,5123,1403,242995,5123,242995,127.49721,6047.46938,0.02108,172789.0,62790.0,763570.0,19003.13255,230168.0,5.72824,68327.0,1.70047,,,,
111,2021-03-19,Brazil,PB,TOTAL,44,5167,1269,244264,5167,244264,128.59225,6079.05126,0.02115,174769.0,62790.0,763570.0,19003.13255,241224.0,6.00339,69726.0,1.73529,,,,
111,2021-03-20,Brazil,PB,TOTAL,45,5212,1300,245564,5212,245564,129.71218,6111.40464,0.02122,174980.0,62790.0,763570.0,19003.13255,245173.0,6.10167,69986.0,1.74176,,,,
112,2021-03-21,Brazil,PB,TOTAL,31,5243,818,246382,5243,246382,130.48368,6131.76239,0.02128,174980.0,66305.0,763570.0,19003.13255,250594.0,6.23659,70372.0,1.75136,,,,
112,2021-03-22,Brazil,PB,TOTAL,29,5272,930,247312,5272,247312,131.20541,6154.9075,0.02132,176557.0,66305.0,763570.0,19003.13255,262764.0,6.53946,73407.0,1.8269,,,,
112,2021-03-23,Brazil,PB,TOTAL,41,5313,1140,248452,5313,248452,132.22579,6183.27893,0.02138,177591.0,66305.0,763570.0,19003.13255,280930.0,6.99157,75609.0,1.8817,,,,
112,2021-03-24,Brazil,PB,TOTAL,41,5354,1154,249606,5354,249606,133.24616,6211.99877,0.02145,177812.0,66305.0,763570.0,19003.13255,294327.0,7.32498,77323.0,1.92435,,,,
112,2021-03-25,Brazil,PB,TOTAL,50,5404,1672,251278,5404,251278,134.49052,6253.6102,0.02151,180125.0,68474.0,763570.0,19003.13255,311740.0,7.75834,79462.0,1.97759,,,,
112,2021-03-26,Brazil,PB,TOTAL,48,5452,1611,252889,5452,252889,135.68511,6293.70351,0.02156,182404.0,68474.0,763570.0,19003.13255,324939.0,8.08683,81385.0,2.02545,,,,
112,2021-03-27,Brazil,PB,TOTAL,57,5509,1410,254299,5509,254299,137.10368,6328.79449,0.02166,182680.0,68474.0,763570.0,19003.13255,344181.0,8.56571,83285.0,2.07273,,,,
113,2021-03-28,Brazil,PB,TOTAL,43,5552,1203,255502,5552,255502,138.17383,6358.73381,0.02173,182680.0,68474.0,763570.0,19003.13255,352366.0,8.76941,83721.0,2.08358,,,,
113,2021-03-29,Brazil,PB,TOTAL,49,5601,968,256470,5601,256470,139.3933,6382.82463,0.02184,182680.0,71703.0,763570.0,19003.13255,363405.0,9.04414,85045.0,2.11653,,,,
113,2021-03-30,Brazil,PB,TOTAL,70,5671,1150,257620,5671,257620,141.13541,6411.44493,0.02201,183369.0,71703.0,763570.0,19003.13255,366096.0,9.11111,85401.0,2.12539,,,,
113,2021-03-31,Brazil,PB,TOTAL,73,5744,1553,259173,5744,259173,142.95218,6450.09478,0.02216,183369.0,71703.0,763570.0,19003.13255,374555.0,9.32163,86426.0,2.1509,,,,
113,2021-04-01,Brazil,PB,TOTAL,47,5791,1311,260484,5791,260484,144.12188,6482.72192,0.02223,186084.0,71703.0,763570.0,19003.13255,409700.0,10.19629,93726.0,2.33258,,,,
113,2021-04-02,Brazil,PB,TOTAL,29,5820,1227,261711,5820,261711,144.8436,6513.25854,0.02224,186259.0,71703.0,763570.0,19003.13255,413239.0,10.28437,94544.0,2.35294,,,,
113,2021-04-03,Brazil,PB,TOTAL,46,5866,789,262500,5866,262500,145.98842,6532.89456,0.02235,186259.0,73670.0,763570.0,19003.13255,420741.0,10.47107,97382.0,2.42357,,,,
114,2021-04-04,Brazil,PB,TOTAL,40,5906,1081,263581,5906,263581,146.98391,6559.79764,0.02241,186259.0,73670.0,763570.0,19003.13255,425719.0,10.59496,98886.0,2.461,,,,
114,2021-04-05,Brazil,PB,TOTAL,43,5949,1059,264640,5949,264640,148.05406,6586.1532,0.02248,186259.0,73670.0,763570.0,19003.13255,438325.0,10.90869,102342.0,2.54701,,,,
114,2021-04-06,Brazil,PB,TOTAL,52,6001,817,265457,6001,265457,149.34819,6606.48606,0.02261,186879.0,73670.0,763570.0,19003.13255,448511.0,11.16219,106990.0,2.66268,,,,
114,2021-04-07,Brazil,PB,TOTAL,49,6050,1551,267008,6050,267008,150.56766,6645.08613,0.02266,186879.0,73670.0,763570.0,19003.13255,461598.0,11.48789,113308.0,2.81992,,,,
114,2021-04-08,Brazil,PB,TOTAL,35,6085,1171,268179,6085,268179,151.43872,6674.22906,0.02269,190002.0,75540.0,763570.0,19003.13255,480125.0,11.94898,126457.0,3.14716,,,,
114,2021-04-09,Brazil,PB,TOTAL,33,6118,1272,269451,6118,269451,152.26,6705.8856,0.02271,190188.0,75540.0,763570.0,19003.13255,485622.0,12.08578,131426.0,3.27083,,,,
114,2021-04-10,Brazil,PB,TOTAL,39,6157,1480,270931,6157,270931,153.2306,6742.71868,0.02273,190188.0,75540.0,763570.0,19003.13255,506981.0,12.61735,141473.0,3.52087,,,,
115,2021-04-11,Brazil,PB,TOTAL,19,6176,394,271325,6176,271325,153.70345,6752.52425,0.02276,192859.0,75540.0,763570.0,19003.13255,508413.0,12.65298,143010.0,3.55912,,,,
115,2021-04-12,Brazil,PB,TOTAL,58,6234,1486,272811,6234,272811,155.14691,6789.50665,0.02285,192859.0,75540.0,763570.0,19003.13255,513510.0,12.77983,149893.0,3.73042,,,,
115,2021-04-13,Brazil,PB,TOTAL,40,6274,1272,274083,6274,274083,156.1424,6821.16319,0.02289,193434.0,75540.0,763570.0,19003.13255,519767.0,12.93555,156381.0,3.89189,,,,
115,2021-04-14,Brazil,PB,TOTAL,42,6316,1218,275301,6316,275301,157.18766,6851.47582,0.02294,193434.0,77408.0,763570.0,19003.13255,543781.0,13.5332,171158.0,4.25965,,,,
115,2021-04-15,Brazil,PB,TOTAL,31,6347,1368,276669,6347,276669,157.95917,6885.52154,0.02294,193852.0,77408.0,763570.0,19003.13255,559665.0,13.9285,178957.0,4.45374,,,,
115,2021-04-16,Brazil,PB,TOTAL,41,6388,1124,277793,6388,277793,158.97954,6913.49477,0.023,194049.0,77408.0,763570.0,19003.13255,561983.0,13.98619,179448.0,4.46596,,,,
115,2021-04-17,Brazil,PB,TOTAL,26,6414,1377,279170,6414,279170,159.62661,6947.76447,0.02298,194049.0,77408.0,763570.0,19003.13255,577263.0,14.36647,191573.0,4.76772,,,,
116,2021-04-18,Brazil,PB,TOTAL,30,6444,893,280063,6444,280063,160.37323,6969.98875,0.02301,194389.0,77408.0,763570.0,19003.13255,578608.0,14.39994,193020.0,4.80373,,,,
116,2021-04-19,Brazil,PB,TOTAL,34,6478,904,280967,6478,280967,161.21939,6992.4868,0.02306,194389.0,77408.0,763570.0,19003.13255,583738.0,14.52761,202721.0,5.04516,,,,
116,2021-04-20,Brazil,PB,TOTAL,42,6520,1072,282039,6520,282039,162.26466,7019.16589,0.02312,194932.0,77408.0,763570.0,19003.13255,585154.0,14.56285,203893.0,5.07433,,,,
116,2021-04-21,Brazil,PB,TOTAL,29,6549,1108,283147,6549,283147,162.98639,7046.74093,0.02313,194932.0,77408.0,763570.0,19003.13255,585154.0,14.56285,203893.0,5.07433,,,,
116,2021-04-22,Brazil,PB,TOTAL,27,6576,1042,284189,6576,284189,163.65834,7072.67341,0.02314,195396.0,77408.0,763570.0,19003.13255,585430.0,14.56972,204160.0,5.08097,,,,
116,2021-04-23,Brazil,PB,TOTAL,31,6607,1134,285323,6607,285323,164.42985,7100.89552,0.02316,195659.0,77408.0,763570.0,19003.13255,614956.0,15.30454,244889.0,6.09461,,,,
116,2021-04-24,Brazil,PB,TOTAL,22,6629,1015,286338,6629,286338,164.97736,7126.15604,0.02315,195659.0,77408.0,763570.0,19003.13255,617290.0,15.36263,249003.0,6.19699,,,,
117,2021-04-25,Brazil,PB,TOTAL,19,6648,1002,287340,6648,287340,165.45022,7151.09303,0.02314,195659.0,77408.0,763570.0,19003.13255,618730.0,15.39847,251046.0,6.24784,,,,
117,2021-04-26,Brazil,PB,TOTAL,28,6676,942,288282,6676,288282,166.14706,7174.53679,0.02316,195659.0,77408.0,763570.0,19003.13255,623494.0,15.51703,260046.0,6.47182,,,,
117,2021-04-27,Brazil,PB,TOTAL,46,6722,1037,289319,6722,289319,167.29188,7200.34484,0.02323,204340.0,77408.0,763570.0,19003.13255,630361.0,15.68793,274458.0,6.8305,,,,
117,2021-04-28,Brazil,PB,TOTAL,31,6753,1228,290547,6753,290547,168.06338,7230.90634,0.02324,204340.0,77408.0,763570.0,19003.13255,632579.0,15.74313,279666.0,6.96011,,,,
117,2021-04-29,Brazil,PB,TOTAL,21,6774,1012,291559,6774,291559,168.58601,7256.0922,0.02323,204340.0,77408.0,763570.0,19003.13255,641045.0,15.95383,290204.0,7.22237,,,,
117,2021-04-30,Brazil,PB,TOTAL,22,6796,1110,292669,6796,292669,169.13353,7283.71702,0.02322,204944.0,77408.0,763570.0,19003.13255,646839.0,16.09802,300637.0,7.48202,,,,
117,2021-05-01,Brazil,PB,TOTAL,23,6819,1048,293717,6819,293717,169.70594,7309.79882,0.02322,204944.0,82300.0,763570.0,19003.13255,654378.0,16.28565,307228.0,7.64605,,,,
118,2021-05-02,Brazil,PB,TOTAL,25,6844,955,294672,6844,294672,170.32812,7333.56611,0.02323,204944.0,82300.0,828971.0,20630.78146,656098.0,16.32845,309009.0,7.69037,,,,
118,2021-05-03,Brazil,PB,TOTAL,28,6872,786,295458,6872,295458,171.02496,7353.12746,0.02326,204944.0,82300.0,828971.0,20630.78146,658552.0,16.38953,312537.0,7.77818,,,,
118,2021-05-04,Brazil,PB,TOTAL,40,6912,1129,296587,6912,296587,172.02045,7381.22513,0.02331,204944.0,82300.0,828971.0,20630.78146,663342.0,16.50874,317312.0,7.89701,,,,
118,2021-05-05,Brazil,PB,TOTAL,27,6939,999,297586,6939,297586,172.6924,7406.08746,0.02332,206044.0,82300.0,828971.0,20630.78146,670745.0,16.69298,323707.0,8.05617,,,,
118,2021-05-06,Brazil,PB,TOTAL,25,6964,1190,298776,6964,298776,173.31458,7435.70325,0.02331,206044.0,82300.0,828971.0,20630.78146,702276.0,17.4777,330394.0,8.22259,,,,
118,2021-05-07,Brazil,PB,TOTAL,32,6996,1127,299903,6996,299903,174.11097,7463.75115,0.02333,212221.0,82300.0,828971.0,20630.78146,711330.0,17.70302,363350.0,9.04277,,,,
118,2021-05-08,Brazil,PB,TOTAL,22,7018,1082,300985,7018,300985,174.65849,7490.67911,0.02332,212221.0,82300.0,828971.0,20630.78146,713119.0,17.74755,364400.0,9.0689,,,,
119,2021-05-09,Brazil,PB,TOTAL,21,7039,900,301885,7039,301885,175.18112,7513.07761,0.02332,212221.0,82300.0,828971.0,20630.78146,714343.0,17.77801,365656.0,9.10016,,,,
119,2021-05-10,Brazil,PB,TOTAL,16,7055,816,302701,7055,302701,175.57932,7533.38558,0.02331,212221.0,82300.0,828971.0,20630.78146,714927.0,17.79254,365924.0,9.10683,,,,
119,2021-05-11,Brazil,PB,TOTAL,32,7087,932,303633,7087,303633,176.37571,7556.58047,0.02334,212221.0,82300.0,828971.0,20630.78146,728362.0,18.1269,371915.0,9.25593,,,,
119,2021-05-12,Brazil,PB,TOTAL,35,7122,1417,305050,7122,305050,177.24676,7591.84565,0.02335,213216.0,82300.0,828971.0,20630.78146,734522.0,18.28021,375703.0,9.3502,,,,
119,2021-05-13,Brazil,PB,TOTAL,28,7150,1127,306177,7150,306177,177.9436,7619.89355,0.02335,213216.0,82300.0,828971.0,20630.78146,743101.0,18.49372,379515.0,9.44507,,,,
119,2021-05-14,Brazil,PB,TOTAL,28,7178,1365,307542,7178,307542,178.64045,7653.8646,0.02334,213216.0,82300.0,828971.0,20630.78146,758102.0,18.86705,383878.0,9.55366,,,,
119,2021-05-15,Brazil,PB,TOTAL,23,7201,1091,308633,7201,308633,179.21285,7681.01655,0.02333,213216.0,85063.0,828971.0,20630.78146,764346.0,19.02245,385696.0,9.5989,,,,
120,2021-05-16,Brazil,PB,TOTAL,18,7219,1079,309712,7219,309712,179.66082,7707.86986,0.02331,213216.0,85063.0,828971.0,20630.78146,765563.0,19.05273,386051.0,9.60774,,,,
120,2021-05-17,Brazil,PB,TOTAL,29,7248,758,310470,7248,310470,180.38255,7726.73437,0.02335,213874.0,85063.0,828971.0,20630.78146,771147.0,19.1917,387432.0,9.6421,,,,
120,2021-05-18,Brazil,PB,TOTAL,27,7275,885,311355,7275,311355,181.05451,7748.75956,0.02337,213874.0,85063.0,873115.0,21729.40278,777689.0,19.35452,388790.0,9.6759,,,,
120,2021-05-19,Brazil,PB,TOTAL,27,7302,830,312185,7302,312185,181.72646,7769.41595,0.02339,213874.0,85063.0,873115.0,21729.40278,786443.0,19.57238,390618.0,9.7214,,,,
120,2021-05-20,Brazil,PB,TOTAL,34,7336,892,313077,7336,313077,182.57263,7791.61535,0.02343,213874.0,85063.0,873115.0,21729.40278,795175.0,19.78969,393055.0,9.78205,,,,
120,2021-05-21,Brazil,PB,TOTAL,34,7370,1156,314233,7370,314233,183.41879,7820.38497,0.02345,213874.0,85063.0,873115.0,21729.40278,802241.0,19.96555,400811.0,9.97507,,,,
120,2021-05-22,Brazil,PB,TOTAL,32,7402,1415,315648,7402,315648,184.21518,7855.60038,0.02345,213874.0,85063.0,873115.0,21729.40278,805685.0,20.05126,405221.0,10.08482,,,,
121,2021-05-23,Brazil,PB,TOTAL,18,7420,1249,316897,7420,316897,184.66315,7886.68452,0.02341,213874.0,85063.0,873115.0,21729.40278,807417.0,20.09436,408093.0,10.1563,,,,
121,2021-05-24,Brazil,PB,TOTAL,28,7448,1364,318261,7448,318261,185.35999,7920.63068,0.0234,213874.0,85063.0,873115.0,21729.40278,807980.0,20.10837,409664.0,10.1954,,,,
121,2021-05-25,Brazil,PB,TOTAL,36,7484,2015,320276,7484,320276,186.25593,7970.77842,0.02337,213874.0,85063.0,873115.0,21729.40278,819664.0,20.39916,417513.0,10.39074,,,,
121,2021-05-26,Brazil,PB,TOTAL,36,7520,2262,322538,7520,322538,187.15187,8027.07331,0.02332,221134.0,85063.0,873115.0,21729.40278,827784.0,20.60124,422878.0,10.52426,,,,
121,2021-05-27,Brazil,PB,TOTAL,36,7556,1887,324425,7556,324425,188.04781,8074.03549,0.02329,221134.0,85063.0,873115.0,21729.40278,834264.0,20.76251,426596.0,10.61679,,,,
121,2021-05-28,Brazil,PB,TOTAL,33,7589,1917,326342,7589,326342,188.86909,8121.74429,0.02325,223537.0,85063.0,873115.0,21729.40278,839136.0,20.88376,429288.0,10.68378,,,,
121,2021-05-29,Brazil,PB,TOTAL,28,7617,2429,328771,7617,328771,189.56593,8182.19534,0.02317,223537.0,85063.0,873115.0,21729.40278,843299.0,20.98737,431465.0,10.73796,,,,
122,2021-05-30,Brazil,PB,TOTAL,28,7645,1178,329949,7645,329949,190.26278,8211.51248,0.02317,223537.0,85063.0,873115.0,21729.40278,844460.0,21.01626,431700.0,10.74381,,,,
122,2021-05-31,Brazil,PB,TOTAL,27,7672,1016,330965,7672,330965,190.93473,8236.79789,0.02318,223537.0,88996.0,873115.0,21729.40278,846656.0,21.07091,432692.0,10.7685,,,,
122,2021-06-01,Brazil,PB,TOTAL,31,7703,1751,332716,7703,332716,191.70624,8280.37541,0.02315,224912.0,88996.0,873115.0,21729.40278,857888.0,21.35045,434988.0,10.82564,,,,
122,2021-06-02,Brazil,PB,TOTAL,32,7735,2403,335119,7735,335119,192.50263,8340.17939,0.02308,224912.0,88996.0,873115.0,21729.40278,863354.0,21.48648,436416.0,10.86118,,,,
122,2021-06-03,Brazil,PB,TOTAL,30,7765,2660,337779,7765,337779,193.24924,8406.37939,0.02299,224912.0,88996.0,873115.0,21729.40278,878239.0,21.85692,441044.0,10.97636,,,,
122,2021-06-04,Brazil,PB,TOTAL,27,7792,2421,340200,7792,340200,193.9212,8466.63134,0.0229,229062.0,88996.0,873115.0,21729.40278,888773.0,22.11909,444856.0,11.07123,,,,
122,2021-06-05,Brazil,PB,TOTAL,28,7820,1992,342192,7820,342192,194.61804,8516.20668,0.02285,229062.0,88996.0,873115.0,21729.40278,895570.0,22.28825,447782.0,11.14405,,,,
123,2021-06-06,Brazil,PB,TOTAL,29,7849,1982,344174,7849,344174,195.33977,8565.53315,0.02281,230002.0,88996.0,873115.0,21729.40278,898989.0,22.37333,448471.0,11.1612,,,,
123,2021-06-07,Brazil,PB,TOTAL,34,7883,1422,345596,7883,345596,196.18593,8600.92277,0.02281,230002.0,88996.0,873115.0,21729.40278,903431.0,22.48388,449725.0,11.1924,,,,
123,2021-06-08,Brazil,PB,TOTAL,37,7920,1412,347008,7920,347008,197.10676,8636.06352,0.02282,234250.0,88996.0,873115.0,21729.40278,915240.0,22.77778,452452.0,11.26027,,,,
123,2021-06-09,Brazil,PB,TOTAL,37,7957,1345,348353,7957,348353,198.02759,8669.53683,0.02284,234501.0,88996.0,873115.0,21729.40278,928912.0,23.11803,457288.0,11.38063,,,,
123,2021-06-10,Brazil,PB,TOTAL,46,8003,3911,352264,8003,352264,199.1724,8766.87073,0.02272,234501.0,88996.0,873115.0,21729.40278,943932.0,23.49184,459421.0,11.43371,,,,
123,2021-06-11,Brazil,PB,TOTAL,55,8058,2451,354715,8058,354715,200.5412,8827.8693,0.02272,234501.0,88996.0,873115.0,21729.40278,959655.0,23.88314,461651.0,11.48921,,,,
123,2021-06-12,Brazil,PB,TOTAL,37,8095,2111,356826,8095,356826,201.46202,8880.40622,0.02269,234501.0,88996.0,873115.0,21729.40278,972558.0,24.20426,462872.0,11.5196,,,,
124,2021-06-13,Brazil,PB,TOTAL,33,8128,2034,358860,8128,358860,202.2833,8931.02682,0.02265,236555.0,88996.0,873115.0,21729.40278,976904.0,24.31242,463566.0,11.53687,,,,
124,2021-06-14,Brazil,PB,TOTAL,30,8158,2575,361435,8158,361435,203.02992,8995.1114,0.02257,236555.0,88996.0,873115.0,21729.40278,988662.0,24.60505,465653.0,11.58881,,,,
124,2021-06-15,Brazil,PB,TOTAL,39,8197,2358,363793,8197,363793,204.00052,9053.79546,0.02253,241749.0,88996.0,873115.0,21729.40278,1019940.0,25.38347,467802.0,11.64229,,,,
124,2021-06-16,Brazil,PB,TOTAL,40,8237,2328,366121,8237,366121,204.99601,9111.7329,0.0225,241749.0,88996.0,873115.0,21729.40278,1037198.0,25.81297,470393.0,11.70677,,,,
124,2021-06-17,Brazil,PB,TOTAL,32,8269,2457,368578,8269,368578,205.7924,9172.8808,0.02243,242820.0,95148.0,996537.0,24801.03292,1065302.0,26.5124,472901.0,11.76919,,,,
124,2021-06-18,Brazil,PB,TOTAL,47,8316,2555,371133,8316,371133,206.9621,9236.46764,0.02241,242820.0,95148.0,996537.0,24801.03292,1095965.0,27.27552,475611.0,11.83663,,,,
124,2021-06-19,Brazil,PB,TOTAL,32,8348,2639,373772,8348,373772,207.75849,9302.145,0.02233,242820.0,95148.0,996537.0,24801.03292,1125320.0,28.00608,486597.0,12.11005,,,,
125,2021-06-20,Brazil,PB,TOTAL,33,8381,2178,375950,8381,375950,208.57977,9356.34936,0.02229,242820.0,95148.0,996537.0,24801.03292,1136819.0,28.29226,490873.0,12.21646,,,,
125,2021-06-21,Brazil,PB,TOTAL,30,8411,2114,378064,8411,378064,209.32639,9408.96094,0.02225,242820.0,95148.0,996537.0,24801.03292,1145863.0,28.51734,492399.0,12.25444,,,,
125,2021-06-22,Brazil,PB,TOTAL,22,8433,2186,380250,8433,380250,209.8739,9463.3644,0.02218,249641.0,95148.0,996537.0,24801.03292,1159977.0,28.8686,493576.0,12.28373,,,,
125,2021-06-23,Brazil,PB,TOTAL,20,8453,2377,382627,8453,382627,210.37165,9522.52131,0.02209,249641.0,95148.0,996537.0,24801.03292,1178012.0,29.31744,495258.0,12.32559,,,,
125,2021-06-24,Brazil,PB,TOTAL,26,8479,2391,385018,8479,385018,211.01872,9582.02665,0.02202,249641.0,95148.0,996537.0,24801.03292,1188556.0,29.57985,496533.0,12.35732,,,,
125,2021-06-25,Brazil,PB,TOTAL,20,8499,2693,387711,8499,387711,211.51646,9649.04793,0.02192,249641.0,95148.0,996537.0,24801.03292,1207059.0,30.04034,505645.0,12.5841,,,,
125,2021-06-26,Brazil,PB,TOTAL,23,8522,2002,389713,8522,389713,212.08887,9698.87214,0.02187,249641.0,95148.0,996537.0,24801.03292,1215899.0,30.26034,508015.0,12.64308,,,,
126,2021-06-27,Brazil,PB,TOTAL,16,8538,2098,391811,8538,391811,212.48706,9751.08552,0.02179,249641.0,95148.0,996537.0,24801.03292,1218735.0,30.33092,508951.0,12.66637,,,,
126,2021-06-28,Brazil,PB,TOTAL,23,8561,1115,392926,8561,392926,213.05947,9778.83477,0.02179,249641.0,95148.0,996537.0,24801.03292,1220553.0,30.37617,509923.0,12.69056,1820.0,0.04529,,
126,2021-06-29,Brazil,PB,TOTAL,25,8586,1783,394709,8586,394709,213.68165,9823.20867,0.02175,249641.0,95148.0,996537.0,24801.03292,1224073.0,30.46377,510750.0,12.71115,2219.0,0.05522,,
126,2021-06-30,Brazil,PB,TOTAL,20,8606,1733,396442,8606,396442,214.17939,9866.33822,0.02171,249641.0,95148.0,996537.0,24801.03292,1245758.0,31.00345,516156.0,12.84569,2219.0,0.05522,,
126,2021-07-01,Brazil,PB,TOTAL,22,8628,462,396904,8628,396904,214.72691,9877.83612,0.02174,262724.0,95148.0,996537.0,24801.03292,1245758.0,31.00345,510946.0,12.71602,5210.0,0.12966,,
126,2021-07-02,Brazil,PB,TOTAL,26,8654,1536,398440,8654,398440,215.37398,9916.06288,0.02172,262724.0,95148.0,996537.0,24801.03292,1302083.0,32.40522,518415.0,12.90191,10455.0,0.2602,,
126,2021-07-03,Brazil,PB,TOTAL,16,8670,1571,400011,8670,400011,215.77217,9955.1607,0.02167,262724.0,95148.0,996537.0,24801.03292,1305081.0,32.47983,518702.0,12.90905,10660.0,0.2653,,
127,2021-07-04,Brazil,PB,TOTAL,15,8685,1248,401259,8685,401259,216.14548,9986.21995,0.02164,266319.0,95148.0,996537.0,24801.03292,1311948.0,32.65074,518702.0,12.90905,11176.0,0.27814,,
127,2021-07-05,Brazil,PB,TOTAL,18,8703,441,401700,8703,401700,216.59345,9997.19521,0.02167,266319.0,95148.0,996537.0,24801.03292,1333136.0,33.17805,518702.0,12.90905,18673.0,0.46472,,
127,2021-07-06,Brazil,PB,TOTAL,21,8724,475,402175,8724,402175,217.11608,10009.01664,0.02169,266319.0,321555.0,996537.0,24801.03292,1361070.0,33.87324,518702.0,12.90905,27614.0,0.68724,,
127,2021-07-07,Brazil,PB,TOTAL,17,8741,1519,403694,8741,403694,217.53917,10046.82032,0.02165,266319.0,321555.0,996537.0,24801.03292,1383597.0,34.43388,518702.0,12.90905,35341.0,0.87954,,
127,2021-07-08,Brazil,PB,TOTAL,9,8750,1154,404848,8750,404848,217.76315,10075.54017,0.02161,266319.0,321555.0,996537.0,24801.03292,1396727.0,34.76065,529918.0,13.18818,37709.0,0.93847,,
127,2021-07-09,Brazil,PB,TOTAL,17,8767,1151,405999,8767,405999,218.18623,10104.18536,0.02159,266319.0,321555.0,996537.0,24801.03292,1411197.0,35.12077,535811.0,13.33484,42194.0,1.05009,,
127,2021-07-10,Brazil,PB,TOTAL,18,8785,1300,407299,8785,407299,218.6342,10136.53874,0.02157,274237.0,321555.0,996537.0,24801.03292,1426996.0,35.51396,535811.0,13.33484,42194.0,1.05009,,
128,2021-07-11,Brazil,PB,TOTAL,9,8794,710,408009,8794,408009,218.85819,10154.20866,0.02155,274237.0,321555.0,996537.0,24801.03292,1433807.0,35.68347,541672.0,13.48071,46689.0,1.16196,,
128,2021-07-12,Brazil,PB,TOTAL,14,8808,373,408382,8808,408382,219.20661,10163.4916,0.02157,277910.0,321555.0,996537.0,24801.03292,1443840.0,35.93316,545627.0,13.57914,48241.0,1.20058,,
128,2021-07-13,Brazil,PB,TOTAL,7,8815,58,408440,8815,408440,219.38082,10164.93506,0.02158,277910.0,321555.0,996537.0,24801.03292,1459501.0,36.32292,551255.0,13.7192,50629.0,1.26001,,
128,2021-07-14,Brazil,PB,TOTAL,14,8829,1304,409744,8829,409744,219.72924,10197.38799,0.02155,277910.0,321555.0,996537.0,24801.03292,1467998.0,36.53439,555558.0,13.82629,51453.0,1.28052,,
128,2021-07-15,Brazil,PB,TOTAL,12,8841,1310,411054,8841,411054,220.02789,10229.99024,0.02151,277910.0,321555.0,996537.0,24801.03292,1480058.0,36.83453,559779.0,13.93134,52800.0,1.31405,,
128,2021-07-16,Brazil,PB,TOTAL,10,8851,943,411997,8851,411997,220.27676,10253.45889,0.02148,283386.0,321555.0,996537.0,24801.03292,1487946.0,37.03084,565316.0,14.06914,54297.0,1.3513,,
128,2021-07-17,Brazil,PB,TOTAL,15,8866,975,412972,8866,412972,220.65007,10277.72392,0.02147,283386.0,321555.0,996537.0,24801.03292,1503580.0,37.41992,567711.0,14.12875,54670.0,1.36058,,
129,2021-07-18,Brazil,PB,TOTAL,6,8872,849,413821,8872,413821,220.79939,10298.85317,0.02144,283386.0,321555.0,996537.0,24801.03292,1508080.0,37.53191,568648.0,14.15207,54967.0,1.36798,,
129,2021-07-19,Brazil,PB,TOTAL,13,8885,240,414061,8885,414061,221.12293,10304.8261,0.02146,283386.0,321555.0,996537.0,24801.03292,1531190.0,38.10706,570930.0,14.20886,55302.0,1.37631,,
129,2021-07-20,Brazil,PB,TOTAL,10,8895,358,414419,8895,414419,221.3718,10313.73573,0.02146,283386.0,321555.0,996537.0,24801.03292,1551887.0,38.62215,575673.0,14.3269,56068.0,1.39538,,
129,2021-07-21,Brazil,PB,TOTAL,11,8906,563,414982,8905,414982,221.64556,10327.74723,0.02146,283386.0,321555.0,996537.0,24801.03292,1580457.0,39.33318,581204.0,14.46455,56068.0,1.39538,,
129,2021-07-22,Brazil,PB,TOTAL,9,8915,1279,416261,8915,416261,221.86954,10359.57798,0.02142,288893.0,321555.0,996537.0,24801.03292,1606577.0,39.98323,587378.0,14.6182,56938.0,1.41703,,
129,2021-07-23,Brazil,PB,TOTAL,7,8922,898,417159,8922,417159,222.04375,10381.9267,0.02139,288893.0,321555.0,996537.0,24801.03292,1635472.0,40.70235,593057.0,14.75954,57171.0,1.42283,,
129,2021-07-24,Brazil,PB,TOTAL,8,8930,607,417766,8930,417766,222.24285,10397.03324,0.02138,290624.0,321555.0,996537.0,24801.03292,1650473.0,41.07568,597412.0,14.86792,57387.0,1.4282,,
130,2021-07-25,Brazil,PB,TOTAL,8,8938,611,418377,8938,418377,222.44195,10412.23933,0.02136,290624.0,321555.0,996537.0,24801.03292,1654604.0,41.17849,600086.0,14.93447,57453.0,1.42985,,
130,2021-07-26,Brazil,PB,TOTAL,7,8945,213,418590,8945,418590,222.61616,10417.54031,0.02137,290624.0,321555.0,996537.0,24801.03292,1661272.0,41.34444,601080.0,14.95921,57634.0,1.43435,,
130,2021-07-27,Brazil,PB,TOTAL,7,8952,187,418777,8952,418777,222.79037,10422.19422,0.02138,290624.0,321555.0,996537.0,24801.03292,1689939.0,42.05788,611938.0,15.22943,58057.0,1.44488,,
